REG_ANS;ano;trimestre;VL_SALDO_FINAL
421715;2023;4;6082990557.58
421715;2025;1;3766563529.89
421715;2025;2;5409422797.18
421715;2025;3;7488904735.01
421723;2023;4;36399754.73
421723;2025;1;4920517.16
421723;2025;2;8980367.34
421723;2025;3;14906469.84
421731;2023;4;266724524.55
421731;2025;1;112203787.76
421731;2025;2;283953702.57
421731;2025;3;607251182.98
421766;2023;4;203711919.89
421766;2025;1;121832191.87
421766;2025;2;282078927.84
421766;2025;3;471155787.31
421871;2023;4;36006402.82
421871;2025;1;24846712.69
421871;2025;2;48760096.73
421871;2025;3;67135114.25
421880;2023;4;3102.98
421928;2023;4;1437726878.54
421928;2025;1;898451972.85
421928;2025;2;1810389765.93
421928;2025;3;2936878460.96
421944;2023;4;296222010.87
421944;2025;1;134090516.36
421944;2025;2;210181888.4
421944;2025;3;329283110.15
421952;2023;4;983929.37
422029;2023;4;1136040654.81
422029;2025;1;640301317.86
422029;2025;2;1262623480.42
422029;2025;3;1922512308.36
422053;2023;4;145691380.58
422053;2025;1;78215520.51
422053;2025;2;128964881.98
422053;2025;3;174901400.33
422070;2023;4;470155194.05
422070;2025;1;133830437.1
422070;2025;2;241911551.7
422070;2025;3;397498091.08
422088;2023;4;16506092.95
422088;2025;1;15263814.37
422088;2025;2;20633757.96
422088;2025;3;32381805.38
422126;2023;4;16384923.95
422126;2025;1;6252400.3
422126;2025;2;12583931.08
422126;2025;3;18727414.88
422134;2023;4;11695468.35
422134;2025;1;4026725.55
422134;2025;2;-5139537.85
422134;2025;3;-11558780.3
422151;2023;4;39626382.62
422151;2025;1;40403007.24
422151;2025;2;73872261.74
422151;2025;3;124520640.51
422193;2023;4;2934803.9
422223;2025;2;332612.72
422258;2023;4;135107.48
422291;2023;4;1624.5
422304;2023;4;20374239.17
422304;2025;1;16074367.06
422304;2025;2;28181990.13
422304;2025;3;43708031.39
422321;2023;4;236945440.14
422321;2025;1;147881913.22
422321;2025;2;272883301.23
422321;2025;3;429613653.49
422339;2023;4;1158728081.95
422339;2025;1;832112608.48
422339;2025;2;1646975798.72
422339;2025;3;2587661059.56
422355;2025;1;11867774.87
422355;2025;2;22099981.43
422355;2025;3;32701133.08
422371;2023;4;20669960.71
422371;2025;1;65600756.53
422371;2025;2;142936976.28
422371;2025;3;238806387.1
422380;2023;4;173810518.19
422380;2025;2;40535277.36
422398;2023;4;576374815.3
422398;2025;1;228278662.91
422398;2025;2;392988418.9
422398;2025;3;556665137.09
422401;2023;4;347087.86
422401;2025;1;0.0
422401;2025;2;0.0
422401;2025;3;0.0
422461;2023;4;471560.0
422479;2023;4;4146229.24
422479;2025;1;1742425.92
422479;2025;2;1838821.24
422479;2025;3;1774272.72
422487;2023;4;14718261.84
422487;2025;1;6392840.81
422487;2025;2;43251716.57
422487;2025;3;66406268.91
422533;2023;4;3840411.75
422576;2023;4;0.0
422576;2025;1;76924.06
422576;2025;2;165890.28
422576;2025;3;236679.5
422584;2023;4;90994012.12
422584;2025;1;57830048.93
422584;2025;2;117075143.98
422584;2025;3;190363702.62
422592;2023;4;5500.6
422592;2025;1;0.0
422592;2025;2;24358.7
422592;2025;3;28773.71
422606;2023;4;858561160.45
422614;2023;4;107618596.81
422622;2023;4;1019743.64
422631;2023;4;7327480179.28
422631;2025;1;2111154728.11
422631;2025;2;3723335877.24
422631;2025;3;5210838042.5
422665;2023;4;38749428.8
422673;2023;4;2422179.92
422681;2023;4;523952896.82
422681;2025;1;251428892.22
422681;2025;2;399709820.88
422681;2025;3;531246642.69
422703;2023;4;1014046.38
422720;2023;4;23661305.63
422720;2025;2;1313852389.85
422720;2025;3;1844684550.38
422746;2025;1;5297453.22
422746;2025;2;14476946.48
422746;2025;3;23949083.67
422754;2023;4;12402273.27
422754;2025;1;2228410.19
422754;2025;2;4552122.18
422754;2025;3;7651731.52
422762;2023;4;36004572.62
422762;2025;1;40448858.89
422762;2025;2;87642411.7
422762;2025;3;138914928.2
422771;2023;4;453693310.36
422771;2025;1;164710389.26
422771;2025;2;309822190.45
422771;2025;3;492595642.2
422827;2023;4;71570242.26
422827;2025;1;59420421.04
422827;2025;2;116117429.19
422827;2025;3;173963985.65
422835;2023;4;38612846.42
422835;2025;1;34177177.03
422835;2025;2;73128000.32
422835;2025;3;107878024.94
422843;2023;4;2391442.9
422851;2023;4;980012.38
422878;2023;4;2501256.7
422908;2023;4;465593.22
422924;2023;4;1366787.54
422932;2023;4;2444842.46
422941;2023;4;0.0
422941;2025;1;-5667.83
422941;2025;2;8259.81
422941;2025;3;7382.05
422959;2023;4;19702661.26
422959;2025;1;12068920.5
422959;2025;2;21046596.12
422959;2025;3;29789223.62
422975;2023;4;4604740.8
422991;2023;4;16136.96
423017;2023;4;0.0
423017;2025;1;0.0
423017;2025;2;0.0
423017;2025;3;0.0
423041;2023;4;1677204.7
423041;2025;1;193534.06
423041;2025;2;354308.2
423041;2025;3;537621.38
423050;2023;4;2376404.79
423068;2023;4;619645.64
423076;2023;4;976421.62
423092;2023;4;500.0
423114;2023;4;1908315.38
423122;2023;4;0.0
423131;2023;4;61951.8
423157;2023;4;2279372.61
423173;2023;4;173308823.85
423173;2025;1;660576934.03
423173;2025;2;1116370783.24
423173;2025;3;1335616251.62
423181;2023;4;1525284.92
423181;2025;1;2988501.66
423181;2025;2;3755245.97
423181;2025;3;3908838.32
423203;2023;4;4500519.1
423203;2025;1;16296718.36
423203;2025;2;18154861.44
423203;2025;3;26549421.73
423220;2023;4;8808.97
423262;2023;4;12195332.87
423262;2025;1;4427739.41
423262;2025;2;6125542.18
423262;2025;3;7295794.38
423271;2023;4;2300051.06
423319;2023;4;127809980.64
423319;2025;1;119328557.92
423319;2025;2;213030916.41
423319;2025;3;324980182.64
423327;2023;4;67.0
423327;2025;1;67.0
423327;2025;2;100.5
423327;2025;3;2567.0
423335;2023;4;3539.94
423335;2025;1;110400644.37
423335;2025;2;224972038.24
423335;2025;3;357462307.74
423351;2023;4;118091449.22
423351;2025;1;56148789.39
423351;2025;2;99805835.16
423351;2025;3;138850319.18
423408;2023;4;5252863.69
423408;2025;1;5728092.95
423408;2025;3;5295444.22
423432;2023;4;190980.91
423432;2025;1;7732192.69
423432;2025;2;15120722.57
423432;2025;3;16494325.48
423441;2025;2;31015813.25
423441;2025;3;59566491.1
423483;2023;4;332087.82
423491;2023;4;0.0
423505;2023;4;21213603.74
423505;2025;1;11572046.86
423505;2025;2;23563005.22
423505;2025;3;34697666.48
423548;2023;4;0.0
423548;2025;1;23331496.31
423548;2025;2;69124756.38
423548;2025;3;80151960.47
423556;2023;4;1800.0
423564;2023;4;22162.67
423564;2025;1;2783740.57
423564;2025;2;6227809.13
423564;2025;3;10152235.61
423572;2025;1;149052.28
423572;2025;2;5155054.25
423572;2025;3;15155905.2
423581;2023;4;0.0
423629;2023;4;440144.61
423629;2025;1;38980671.33
423629;2025;2;79112306.26
423629;2025;3;128151654.63
423645;2025;1;1608986.27
423645;2025;2;522554.59
423645;2025;3;6048476.2
423661;2025;1;174321693.66
423661;2025;2;323874085.96
423661;2025;3;571636772.65
423670;2023;4;0.0
423700;2025;1;113499.8
423700;2025;2;202972.34
423700;2025;3;2962927.67
423718;2025;1;50783248.7
423718;2025;2;90875763.93
423718;2025;3;88711792.58
423742;2023;4;0.0
423742;2025;1;0.0
423815;2025;1;98557.55
423815;2025;2;602163.52
423815;2025;3;1507237.18
423858;2023;4;0.0
423858;2025;1;0.0
423858;2025;2;0.0
423858;2025;3;0.0
423912;2025;1;1044123.14
423912;2025;2;1834998.84
423912;2025;3;3794664.52
424013;2025;3;916008.21
424048;2025;1;6641265.76
424048;2025;2;22637033.91
424048;2025;3;40650599.94
424129;2025;1;139690.87
424129;2025;2;145501.41
424129;2025;3;265149.46
424145;2025;1;14845.58
424145;2025;2;7765.54
424145;2025;3;7765.54
424161;2025;1;0.0
424161;2025;2;0.0
424161;2025;3;0.0
424170;2025;1;1996040.61
424170;2025;2;8096764.58
424170;2025;3;18695700.08
424188;2025;2;10779663707.45
424188;2025;3;15385216805.15
424196;2025;2;3.0
424226;2025;2;516.0
424226;2025;3;0.0
424285;2025;3;771934.62
424421;2025;1;406552.0
424421;2025;2;881252.0
424421;2025;3;1083092.0
424463;2025;3;320142.57
424501;2025;3;0.0
424528;2025;3;0.0
424544;2025;2;0.0
424544;2025;3;0.0
